Co_Code,year_end,net_Sales,equity_paid_up,PAT,PBIDT,Debt-Equity Ratio[Latest],PBIDTM-(%)[Latest]
6,201112,9660.29,187.95,1325.26,2112.63,0.0,12.57
6,201212,11357.96,187.95,1061.19,2125.02,0.0,12.57
6,201312,11149.61,187.95,1095.76,1914.46,0.0,12.57
6,201412,11738.21,187.95,1168.29,1775.54,0.0,12.57
6,201512,11796.83,187.95,591.57,1503.35,0.0,12.57
9,201103,258.95,33.4,31.22,62.18,0.25,26.31
9,201203,284.3,33.4,41.06,72.13,0.25,26.31
9,201303,383.77,33.4,40.07,75.29,0.25,26.31
9,201403,370.85,33.4,19.41,56.58,0.25,26.31
9,201503,345.22,33.4,107.83,158.05,0.25,26.31
9,201603,357.35,33.4,53.87,94.01,0.25,26.31
17,201103,103.38,3.03,10.68,18.15,0.0,19.3
17,201203,134.96,2.92,13.24,24.84,0.0,19.3
17,201303,135.06,2.92,12.12,23.5,0.0,19.3
17,201403,138.83,2.92,14.52,26.15,0.0,19.3
17,201503,163.32,2.92,17.12,29.36,0.0,19.3
17,201603,184.38,2.92,22.42,37.28,0.0,19.3
19,201106,62.77,146.02,-24.6,-16.14,11.2,10.89
19,201203,0.02,293.52,9.67,30.35,11.2,10.89
19,201303,0.0,293.52,-20.68,-26.43,11.2,10.89
19,201403,0.0,293.52,-78.21,-11.47,11.2,10.89
19,201506,278.01,293.52,-98.89,-11.26,11.2,10.89
19,201603,291.96,293.52,-65.11,36.86,11.2,10.89
20,201103,781.82,39.77,44.94,163.93,1.13,11.32
20,201112,595.22,39.77,-97.81,73.55,1.13,11.32
20,201303,1230.5,39.77,-23.7,122.58,1.13,11.32
20,201403,1091.65,39.77,-41.61,73.98,1.13,11.32
20,201503,1163.25,39.77,0.25,107.3,1.13,11.32
20,201603,1159.81,39.77,36.89,169.84,1.13,11.32
23,201103,5490.49,50.41,198.25,573.77,0.25,16.67
23,201203,8157.88,50.41,181.33,690.59,0.25,16.67
23,201303,8511.73,50.41,312.53,961.34,0.25,16.67
23,201403,8711.74,50.41,442.62,1112.9,0.25,16.67
23,201503,8967.34,50.91,645.08,1356.67,0.25,16.67
23,201603,8701.64,50.9,852.46,1617.84,0.25,16.67
29,201103,2683.26,254.4,134.8,438.19,1.07,17.13
29,201203,3494.12,254.63,434.23,888.85,1.07,17.13
29,201303,3780.29,258.04,261.22,680.15,1.07,17.13
29,201403,4775.48,258.17,361.39,862.54,1.07,17.13
29,201503,5224.69,258.24,377.43,941.39,1.07,17.13
29,201603,5407.26,258.24,318.85,927.69,1.07,17.13
31,201103,11416.88,133.03,631.3,1258.15,0.7,11.18
31,201203,13379.93,266.07,565.98,1298.04,0.7,11.18
31,201303,13130.62,266.07,433.71,1228.38,0.7,11.18
31,201403,10300.89,266.07,29.38,738.74,0.7,11.18
31,201503,13916.46,284.59,334.81,1252.05,0.7,11.18
31,201603,19257.39,284.59,721.78,1886.42,0.7,11.18
33,201103,240.58,19.45,28.58,84.65,1.69,33.75
33,201203,226.0,19.45,35.66,112.88,1.69,33.75
33,201303,216.16,19.45,29.45,108.73,1.69,33.75
33,201403,228.08,19.45,-23.66,76.51,1.69,33.75
33,201503,232.82,19.45,-48.18,74.84,1.69,33.75
33,201603,241.07,19.45,-16.99,117.75,1.69,33.75
34,201103,6621.01,95.92,775.15,1233.15,0.01,17.68
34,201203,8335.32,95.92,958.39,1493.73,0.01,17.68
34,201303,9394.03,95.92,1050.0,1676.79,0.01,17.68
34,201403,10925.22,95.92,1169.06,1943.86,0.01,17.68
34,201503,12263.77,95.92,1327.4,2187.84,0.01,17.68
34,201603,13417.1,95.92,1597.43,2643.14,0.01,17.68
35,201112,282.03,30.98,18.6,84.3,2.59,-4.24
35,201212,227.63,30.98,20.23,85.33,2.59,-4.24
35,201312,227.78,30.98,7.56,78.31,2.59,-4.24
35,201412,215.78,30.98,1.18,71.96,2.59,-4.24
35,201603,270.17,30.98,-53.31,14.21,2.59,-4.24
37,201112,2434.88,52.73,208.49,352.44,0.0,14.4
37,201212,2227.59,52.73,190.08,326.72,0.0,14.4
37,201312,2274.96,52.73,166.72,302.47,0.0,14.4
37,201412,2413.61,52.73,202.77,360.12,0.0,14.4
37,201603,2997.93,52.73,257.15,464.84,0.0,14.4
39,201103,594.3,5.0,64.13,109.76,0.0,4.07
39,201203,531.52,5.0,19.76,36.59,0.0,4.07
39,201303,390.42,5.0,-89.53,-57.99,0.0,4.07
39,201403,473.97,5.0,-0.51,10.12,0.0,4.07
39,201503,517.07,5.0,-20.84,-5.56,0.0,4.07
39,201603,563.73,5.0,5.26,23.19,0.0,4.07
42,201103,786.23,3.25,3.76,24.9,0.94,1.21
42,201203,891.28,3.25,3.54,31.73,0.94,1.21
42,201303,698.27,3.25,2.77,25.21,0.94,1.21
42,201403,672.32,3.25,-10.08,1.44,0.94,1.21
42,201503,615.54,3.25,-18.95,-10.27,0.94,1.21
42,201603,597.61,3.25,-3.26,7.38,0.94,1.21
43,201103,1510.99,29.68,90.0,203.93,0.26,18.39
43,201203,1777.68,29.68,88.11,209.23,0.26,18.39
43,201303,2001.48,29.68,135.52,273.1,0.26,18.39
43,201403,2365.45,29.68,212.79,382.75,0.26,18.39
43,201503,2555.65,29.68,217.42,391.03,0.26,18.39
43,201603,2458.9,29.68,268.06,480.56,0.26,18.39
50,201103,1074.56,111.29,1000.09,1069.36,0.0,97.8
50,201203,647.93,111.29,567.46,643.06,0.0,97.8
50,201303,743.9,111.29,663.33,732.58,0.0,97.8
50,201403,799.61,111.29,733.35,818.34,0.0,97.8
50,201503,972.22,111.29,867.73,969.66,0.0,97.8
50,201603,1394.51,111.29,1270.51,1363.86,0.0,97.8
51,201103,2741.35,19.77,143.79,266.01,0.48,6.07
51,201203,3098.96,19.93,117.88,251.51,0.48,6.07
51,201303,3377.34,19.95,51.21,152.41,0.48,6.07
51,201403,4029.83,19.99,-5.31,97.09,0.48,6.07
51,201503,4262.51,20.15,-13.95,112.64,0.48,6.07
51,201603,4611.94,20.19,95.6,282.22,0.48,6.07
55,201103,1934.14,19.33,185.56,370.04,0.84,35.32
55,201203,2819.96,19.33,268.52,509.19,0.84,35.32
55,201303,3190.57,19.33,355.83,668.73,0.84,35.32
55,201403,3576.71,19.33,488.37,907.73,0.84,35.32
55,201503,3779.9,19.33,488.81,1014.34,0.84,35.32
55,201603,3241.77,19.33,567.67,1162.67,0.84,35.32
56,201106,1060.91,131.12,30.15,180.84,0.84,16.58
56,201206,1094.35,131.12,6.57,128.43,0.84,16.58
56,201306,984.68,131.12,33.19,168.02,0.84,16.58
56,201406,950.49,131.12,35.22,135.62,0.84,16.58
56,201503,451.03,131.12,8.94,69.3,0.84,16.58
56,201603,588.32,131.12,17.77,130.39,0.84,16.58
57,201103,826.77,11.44,53.06,150.08,1.19,15.06
57,201203,1182.26,11.44,105.67,229.98,1.19,15.06
57,201303,1337.43,11.44,142.49,279.47,1.19,15.06
57,201403,651.07,11.44,28.69,146.03,1.19,15.06
57,201503,929.86,11.44,1.03,144.44,1.19,15.06
59,201103,3063.88,43.29,117.83,206.25,0.93,2.13
59,201203,3515.94,43.29,100.86,215.06,0.93,2.13
59,201303,3940.63,43.29,114.08,246.33,0.93,2.13
59,201403,4429.9,43.29,127.88,281.6,0.93,2.13
59,201503,4705.76,43.29,-66.9,172.12,0.93,2.13
59,201603,4751.73,43.29,4.45,280.62,0.93,2.13
60,201112,1542.54,64.26,225.84,370.15,0.0,13.03
60,201212,1842.45,64.26,171.6,315.33,0.0,13.03
60,201312,2065.18,64.26,190.74,354.94,0.0,13.03
60,201503,2694.0,64.26,231.17,425.67,0.0,13.03
60,201603,2418.05,64.26,218.75,389.44,0.0,13.03
62,201103,2137.3,39.5,131.6,239.8,0.0,12.55
62,201203,2272.3,39.5,139.0,240.1,0.0,12.55
62,201303,2725.3,39.5,1161.7,1603.5,0.0,12.55
62,201403,3245.2,36.6,289.5,510.2,0.0,12.55
62,201503,3723.3,36.6,383.0,603.4,0.0,12.55
62,201603,3742.9,35.4,300.9,494.9,0.0,12.55
64,201103,2107.1,69.2,148.3,253.3,0.13,14.02
64,201203,2662.09,69.23,177.39,308.1,0.13,14.02
64,201303,3024.21,69.26,209.8,367.08,0.13,14.02
64,201403,3384.82,69.3,234.25,420.23,0.13,14.02
64,201503,3806.51,69.33,266.03,509.59,0.13,14.02
64,201603,4132.62,69.35,354.87,642.16,0.13,14.02
68,201103,697.04,5.65,73.52,112.3,0.56,5.7
68,201203,717.78,5.65,53.67,91.57,0.56,5.7
68,201303,542.52,5.65,-4.87,17.1,0.56,5.7
68,201403,486.48,5.65,-11.29,12.26,0.56,5.7
68,201503,610.89,5.65,-34.05,0.08,0.56,5.7
68,201603,639.51,5.65,7.19,40.71,0.56,5.7
69,201103,2947.0,46.57,310.83,762.07,0.51,30.66
69,201203,3685.98,46.57,362.07,912.46,0.51,30.66
69,201303,3151.23,46.57,305.59,817.76,0.51,30.66
69,201403,3399.27,46.57,399.93,990.73,0.51,30.66
69,201503,4548.05,46.57,718.98,1419.67,0.51,30.66
69,201603,4305.41,46.57,701.06,1378.67,0.51,30.66
70,201103,335.02,7.82,9.71,32.11,1.5,7.7
70,201203,430.56,7.82,18.59,50.23,1.5,7.7
70,201303,392.62,7.82,4.97,30.65,1.5,7.7
70,201403,419.88,7.82,0.6,28.81,1.5,7.7
70,201503,414.9,7.82,-4.21,23.87,1.5,7.7
70,201603,397.48,7.82,0.24,33.18,1.5,7.7
72,201103,2615.97,27.11,357.56,654.76,0.97,22.54
72,201203,2562.59,27.11,229.7,532.03,0.97,22.54
72,201303,2969.26,31.12,269.19,580.12,0.97,22.54
72,201403,3233.12,31.12,335.06,813.71,0.97,22.54
72,201503,4006.06,42.44,457.52,990.12,0.97,22.54
72,201603,4827.67,44.66,549.61,1109.77,0.97,22.54
77,201103,2153.84,77.01,319.88,555.02,0.49,9.4
77,201203,2286.9,77.01,239.21,478.56,0.49,9.4
77,201303,2602.96,77.01,269.82,519.96,0.49,9.4
77,201403,3016.35,77.01,129.76,370.45,0.49,9.4
77,201503,3209.89,77.01,175.44,444.71,0.49,9.4
77,201603,3274.99,77.01,157.35,417.49,0.49,9.4
78,201103,292.33,213.52,7.56,37.36,0.27,10.7
78,201203,412.69,213.52,5.3,40.52,0.27,10.7
78,201303,400.57,213.52,4.42,43.0,0.27,10.7
79,201103,218.84,10.31,40.63,60.6,0.21,36.39
79,201203,266.67,10.31,52.83,87.38,0.21,36.39
79,201303,353.68,10.31,56.68,115.81,0.21,36.39
79,201403,288.23,10.31,53.93,96.2,0.21,36.39
79,201503,313.02,10.31,60.02,107.55,0.21,36.39
79,201603,326.38,10.31,65.61,119.17,0.21,36.39
81,201103,170.48,18.17,5.56,14.0,0.82,12.98
81,201203,171.19,18.17,-1.69,5.61,0.82,12.98
81,201303,168.69,18.17,21.0,32.22,0.82,12.98
81,201403,175.56,19.41,8.32,19.71,0.82,12.98
81,201503,176.21,19.41,5.48,18.64,0.82,12.98
81,201603,180.15,19.41,8.68,23.39,0.82,12.98
82,201103,2858.92,17.99,155.0,283.01,0.42,5.84
82,201203,2700.83,17.99,-89.15,13.25,0.42,5.84
82,201303,2767.06,17.99,51.74,135.35,0.42,5.84
82,201403,2789.52,17.99,75.9,160.23,0.42,5.84
82,201503,3080.79,17.99,152.53,225.63,0.42,5.84
82,201603,3531.51,17.99,122.77,238.57,0.42,5.84
84,201103,318.91,13.96,76.54,123.69,1.48,3.08
84,201203,260.3,13.96,136.49,202.23,1.48,3.08
84,201303,243.5,13.96,18.93,47.14,1.48,3.08
84,201403,274.78,13.96,5.13,36.34,1.48,3.08
84,201503,240.64,13.96,7.03,43.84,1.48,3.08
84,201603,241.91,13.96,-33.14,7.68,1.48,3.08
85,201103,1859.24,40.54,21.39,267.61,4.88,11.9
85,201203,2230.81,41.31,59.35,316.81,4.88,11.9
85,201303,2330.81,41.31,75.7,334.58,4.88,11.9
85,201403,2656.23,41.31,24.34,284.18,4.88,11.9
85,201503,2378.27,41.31,24.56,308.98,4.88,11.9
85,201603,1845.01,41.31,-85.24,231.31,4.88,11.9
88,201103,9716.53,267.46,1080.91,1697.96,0.81,41.22
88,201203,18040.76,263.03,2000.26,3333.63,0.81,41.22
88,201303,14449.33,263.03,1999.52,3414.66,0.81,41.22
88,201403,11488.83,262.58,1587.94,3135.22,0.81,41.22
88,201503,10612.82,263.03,1533.39,3523.06,0.81,41.22
88,201603,10138.58,263.03,1985.82,4550.93,0.81,41.22
90,201112,1490.21,21.25,120.39,195.18,0.0,15.68
90,201212,1652.68,21.25,144.7,234.5,0.0,15.68
90,201403,2275.91,21.25,198.45,316.56,0.0,15.68
90,201503,2289.33,21.25,228.96,359.8,0.0,15.68
90,201603,2628.42,21.25,259.63,416.98,0.0,15.68
93,201103,4223.52,23.89,145.29,280.4,0.0,14.92
93,201203,4974.19,23.89,186.74,337.76,0.0,14.92
93,201303,5615.49,23.91,233.87,427.0,0.0,14.92
93,201403,6307.39,23.99,369.83,611.44,0.0,14.92
93,201503,7175.99,23.99,622.41,1001.09,0.0,14.92
93,201603,7947.9,24.0,749.09,1219.7,0.0,14.92
99,201103,4243.74,125.6,488.4,1216.67,0.7,28.03
99,201203,4759.89,125.6,554.31,1323.2,0.7,28.03
99,201303,5303.07,125.6,618.5,1488.04,0.7,28.03
99,201403,5509.88,125.6,651.89,1611.03,0.7,28.03
99,201503,6188.8,133.22,697.72,1722.05,0.7,28.03
99,201603,6493.07,133.22,707.01,1819.99,0.7,28.03
102,201103,1225.94,39.08,172.32,300.7,0.12,12.64
102,201203,1670.84,39.08,237.89,375.49,0.12,12.64
102,201303,1764.86,39.08,163.08,305.26,0.12,12.64
102,201403,1768.08,39.08,170.92,324.48,0.12,12.64
102,201503,1497.22,39.08,82.19,180.42,0.12,12.64
102,201603,1346.68,39.08,82.38,180.08,0.12,12.64
103,201103,925.29,18.69,124.26,224.67,0.11,17.01
103,201203,1125.37,18.74,146.67,250.36,0.11,17.01
103,201303,1100.89,18.75,74.53,171.15,0.11,17.01
103,201403,1148.59,18.78,72.78,164.49,0.11,17.01
103,201503,1168.69,18.82,148.33,266.93,0.11,17.01
103,201603,1299.28,18.84,116.28,238.39,0.11,17.01
104,201103,3498.77,34.24,22.28,167.77,0.39,13.51
104,201203,4475.74,34.24,7.54,272.35,0.39,13.51
104,201303,4881.44,34.24,106.35,416.68,0.39,13.51
104,201403,5354.81,35.96,253.78,643.52,0.39,13.51
104,201503,5541.42,40.45,298.97,671.23,0.39,13.51
104,201603,5494.15,40.45,452.52,831.79,0.39,13.51
105,201112,1288.29,11.52,22.58,149.05,1.08,6.1
105,201212,1305.87,11.52,21.98,169.9,1.08,6.1
105,201312,1260.23,11.52,9.31,158.4,1.08,6.1
105,201412,1369.41,15.52,19.41,177.34,1.08,6.1
105,201512,2743.53,15.52,-59.31,51.16,1.08,6.1
106,201103,1349.08,21.85,79.36,183.52,0.15,10.76
106,201203,1649.51,21.85,8.78,99.5,0.15,10.76
106,201303,1552.17,21.85,21.89,132.85,0.15,10.76
106,201403,1466.79,21.85,62.93,187.43,0.15,10.76
106,201503,1218.53,21.85,36.57,122.69,0.15,10.76
106,201603,1143.64,21.85,59.46,138.55,0.15,10.76
107,201103,4760.03,93.04,237.49,701.13,2.8,8.83
107,201203,4872.78,93.04,22.13,452.75,2.8,8.83
107,201303,5949.47,93.04,-34.49,604.69,2.8,8.83
107,201403,6675.13,93.04,2.72,745.42,2.8,8.83
107,201503,7559.27,101.51,15.49,700.14,2.8,8.83
107,201603,7987.58,111.69,-54.52,775.06,2.8,8.83
111,201103,4547.33,85.0,666.36,1032.31,0.01,13.82
111,201203,5110.06,85.0,461.17,753.39,0.01,13.82
111,201303,6071.37,85.0,522.78,861.52,0.01,13.82
111,201403,5964.24,85.0,487.08,851.08,0.01,13.82
111,201503,6865.54,85.0,545.87,940.84,0.01,13.82
111,201603,6809.18,85.0,622.77,1067.8,0.01,13.82
114,201103,6331.09,160.58,960.39,1412.34,0.11,18.98
114,201203,6977.5,160.58,1123.96,1730.16,0.11,18.98
114,201303,8202.42,160.58,1507.11,2348.27,0.11,18.98
114,201403,9456.9,160.58,1388.34,2269.81,0.11,18.98
114,201503,10131.78,160.59,1181.09,2109.22,0.11,18.98
114,201603,12034.06,160.68,1398.03,2312.86,0.11,18.98
116,201103,250.52,17.93,8.77,43.4,0.0,-2.92
116,201203,244.68,18.76,7.81,45.15,0.0,-2.92
116,201303,95.41,18.76,-34.22,-7.0,0.0,-2.92
116,201403,30.6,18.76,-132.97,-110.46,0.0,-2.92
116,201503,38.93,18.76,-180.74,-161.97,0.0,-2.92
116,201603,46.53,18.76,-47.27,-37.33,0.0,-2.92
117,201112,676.99,9.18,26.45,51.21,0.07,7.49
117,201212,715.99,9.18,21.5,46.99,0.07,7.49
117,201312,711.71,9.18,12.54,28.66,0.07,7.49
117,201412,722.2,9.18,-30.89,-20.28,0.07,7.49
117,201512,749.54,9.18,29.71,62.57,0.07,7.49
118,201103,2286.12,13.6,402.58,555.8,0.0,20.24
118,201203,2693.23,13.6,446.47,629.21,0.0,20.24
118,201303,3163.81,13.6,496.75,706.73,0.0,20.24
118,201403,3578.81,13.6,539.87,778.71,0.0,20.24
118,201503,3981.94,13.6,558.98,855.41,0.0,20.24
118,201603,4162.29,27.2,576.51,939.56,0.0,20.24
119,201112,978.92,26.66,304.04,414.77,0.0,6.88
119,201212,1096.28,26.66,101.3,165.33,0.0,6.88
119,201312,1247.86,26.66,166.77,251.03,0.0,6.88
119,201412,1046.0,26.66,943.32,1221.79,0.0,6.88
119,201603,1182.44,23.08,52.87,124.03,0.0,6.88
121,201103,400.74,18.68,55.08,90.96,0.16,23.62
121,201203,508.52,18.68,78.85,124.72,0.16,23.62
121,201303,598.08,18.68,93.69,150.48,0.16,23.62
121,201403,650.92,18.68,106.57,173.65,0.16,23.62
121,201503,685.3,18.68,101.56,172.9,0.16,23.62
121,201603,718.18,18.68,102.5,169.69,0.16,23.62
123,201103,7639.26,28.18,694.46,1136.49,1.0,7.38
123,201203,9823.27,28.26,693.27,1142.44,1.0,7.38
123,201303,8560.24,28.31,443.99,801.54,1.0,7.38
123,201403,9380.52,28.32,344.85,787.37,1.0,7.38
123,201503,11285.26,29.13,403.14,905.07,1.0,7.38
123,201603,11500.17,29.13,361.39,860.62,1.0,7.38
124,201103,941.66,19.44,51.52,115.47,0.96,12.6
124,201203,923.05,19.44,45.57,107.93,0.96,12.6
124,201303,1041.88,19.44,14.13,75.86,0.96,12.6
124,201403,1256.69,19.44,8.08,90.47,0.96,12.6
124,201503,1478.74,19.44,40.41,116.93,0.96,12.6
124,201603,1440.13,19.44,108.27,195.1,0.96,12.6
125,201103,5951.47,128.3,694.33,1028.66,0.07,11.61
125,201203,6485.38,128.3,504.86,795.07,0.07,11.61
125,201303,7135.3,128.3,445.84,693.29,0.07,11.61
125,201403,7570.7,125.35,521.09,841.56,0.07,11.61
125,201503,4523.6,125.35,589.14,741.14,0.07,11.61
125,201603,4290.83,125.35,-1091.97,-905.4,0.07,11.61
128,201103,312.29,17.38,25.76,62.52,1.28,7.36
128,201203,348.51,17.38,5.44,34.19,1.28,7.36
128,201303,386.18,17.38,29.01,66.05,1.28,7.36
128,201403,468.92,17.38,36.2,79.35,1.28,7.36
128,201503,576.42,17.38,13.92,57.67,1.28,7.36
128,201603,899.54,17.38,3.29,69.14,1.28,7.36
131,201103,669.0,16.19,3.09,87.85,2.15,19.59
131,201203,712.83,16.19,0.9,92.68,2.15,19.59
131,201303,997.56,16.19,18.35,157.32,2.15,19.59
131,201403,1191.5,16.19,3.03,127.53,2.15,19.59
131,201503,1150.04,16.19,1.48,128.87,2.15,19.59
131,201603,1166.4,16.19,58.45,248.34,2.15,19.59
134,201103,380.79,7.0,1.99,69.02,0.51,15.38
134,201203,585.01,7.0,47.76,118.92,0.51,15.38
134,201303,573.49,7.0,7.31,67.77,0.51,15.38
134,201403,440.56,7.0,5.02,59.24,0.51,15.38
134,201503,503.96,7.0,19.88,67.3,0.51,15.38
134,201603,664.87,7.0,45.56,116.12,0.51,15.38
135,201103,1564.81,88.2,186.62,376.42,1.07,9.21
135,201203,2342.53,88.2,212.97,440.18,1.07,9.21
135,201303,2608.53,88.2,146.91,380.2,1.07,9.21
135,201403,3811.79,88.2,243.88,539.78,1.07,9.21
135,201503,3711.77,88.2,78.35,335.64,1.07,9.21
135,201603,4258.72,88.2,121.13,413.24,1.07,9.21
136,201103,672.25,10.45,25.8,62.23,1.27,11.97
136,201203,789.89,10.45,23.08,60.5,1.27,11.97
136,201303,1019.4,10.45,37.82,82.87,1.27,11.97
136,201403,1269.63,10.45,38.33,115.76,1.27,11.97
136,201503,1327.16,20.91,53.44,141.75,1.27,11.97
136,201603,1335.72,23.26,65.15,169.88,1.27,11.97
141,201103,1058.31,39.23,28.91,113.43,1.43,10.88
141,201203,1184.58,40.62,30.67,130.58,1.43,10.88
141,201303,1327.8,41.96,104.89,245.45,1.43,10.88
141,201403,1325.55,41.96,37.88,130.24,1.43,10.88
141,201503,1254.47,42.7,-5.92,65.93,1.43,10.88
141,201603,1271.59,43.94,18.55,153.11,1.43,10.88
148,201103,1271.41,17.32,79.26,189.27,1.17,6.35
148,201203,1541.79,17.37,137.32,274.47,1.17,6.35
148,201303,1992.49,17.58,331.71,605.62,1.17,6.35
148,201403,1782.01,17.58,26.53,262.37,1.17,6.35
148,201503,2081.67,17.58,148.25,389.18,1.17,6.35
148,201603,2310.44,17.58,-66.45,151.53,1.17,6.35
149,201112,589.57,16.6,63.68,103.65,0.0,10.96
149,201212,687.28,16.6,78.4,125.69,0.0,10.96
149,201312,797.78,16.6,55.88,98.32,0.0,10.96
149,201412,867.49,16.6,43.22,79.24,0.0,10.96
149,201512,939.5,16.6,53.56,106.75,0.0,10.96
150,201103,1027.51,114.31,64.54,328.12,0.09,22.06
150,201203,1116.67,114.31,122.42,302.52,0.09,22.06
150,201303,1133.77,114.31,50.96,217.59,0.09,22.06
150,201403,1238.59,114.31,95.04,284.61,0.09,22.06
150,201503,1335.08,114.31,96.63,305.94,0.09,22.06
150,201603,1417.47,114.31,101.48,293.47,0.09,22.06
151,201112,671.45,26.99,124.55,156.87,0.01,27.33
151,201212,1049.26,27.0,144.76,191.21,0.01,27.33
151,201312,1702.47,27.04,278.62,393.83,0.01,27.33
151,201412,3031.22,27.1,558.92,849.86,0.01,27.33
151,201603,6188.03,27.16,1229.85,1908.72,0.01,27.33
152,201103,1199.2,18.57,87.93,216.49,0.54,21.09
152,201203,1331.67,18.57,69.6,214.49,0.54,21.09
152,201303,595.21,18.57,8.53,88.71,0.54,21.09
152,201403,501.23,21.79,27.43,117.62,0.54,21.09
152,201503,503.2,21.79,33.19,129.18,0.54,21.09
152,201603,518.84,21.79,43.15,143.7,0.54,21.09
154,201103,1709.53,32.68,154.63,347.89,1.15,15.58
154,201203,1916.66,32.68,42.38,177.49,1.15,15.58
154,201303,1934.55,32.68,97.23,285.31,1.15,15.58
154,201403,2186.88,34.38,100.56,324.76,1.15,15.58
154,201503,2153.78,35.7,72.67,309.08,1.15,15.58
154,201603,1972.26,35.7,58.96,314.09,1.15,15.58
155,201103,775.71,15.85,81.39,135.05,0.16,15.02
155,201203,794.76,15.85,76.02,119.17,0.16,15.02
155,201303,816.54,15.85,71.26,113.32,0.16,15.02
155,201403,828.33,15.85,78.27,128.04,0.16,15.02
155,201503,775.94,15.85,55.62,102.33,0.16,15.02
155,201603,869.13,15.85,23.78,84.39,0.16,15.02
159,201203,4139.07,47.82,162.41,463.81,0.3,7.97
159,201303,3151.87,47.82,84.11,295.55,0.3,7.97
159,201403,3523.54,51.21,117.02,356.16,0.3,7.97
159,201503,3710.72,51.21,120.57,343.16,0.3,7.97
159,201603,3419.61,51.21,77.51,286.07,0.3,7.97
160,201103,552.66,28.73,7.47,68.82,375.4,-4.91
160,201209,1031.68,28.73,-291.34,-129.98,375.4,-4.91
160,201303,306.72,28.73,-103.78,-37.35,375.4,-4.91
160,201409,999.12,72.65,-262.44,-82.28,375.4,-4.91
160,201603,845.18,207.05,-394.25,-180.29,375.4,-4.91
161,201109,3238.16,102.31,120.09,194.36,0.23,6.12
161,201209,3893.88,119.27,69.6,232.82,0.23,6.12
161,201403,6291.51,119.27,244.89,466.29,0.23,6.12
161,201503,3985.83,119.29,74.71,191.42,0.23,6.12
161,201603,3472.21,119.39,89.38,203.27,0.23,6.12
164,201103,418.33,31.31,44.08,146.95,0.57,21.81
164,201203,496.62,31.31,49.07,138.9,0.57,21.81
164,201303,579.13,31.41,49.84,154.23,0.57,21.81
164,201403,666.02,31.41,54.49,157.3,0.57,21.81
164,201503,754.61,31.42,56.53,161.99,0.57,21.81
164,201603,742.91,31.42,115.71,223.72,0.57,21.81
165,201103,723.09,15.08,40.71,77.7,0.83,6.87
165,201203,886.86,15.11,52.76,98.55,0.83,6.87
165,201303,1014.13,15.19,52.5,106.53,0.83,6.87
165,201403,1040.96,15.19,9.15,52.19,0.83,6.87
165,201503,1267.21,15.29,34.21,92.39,0.83,6.87
165,201603,1313.35,15.39,35.31,96.08,0.83,6.87
166,201103,274.99,5.45,13.42,35.76,0.47,13.15
166,201203,315.5,5.45,14.68,37.21,0.47,13.15
166,201303,384.12,5.45,14.82,44.05,0.47,13.15
166,201403,415.93,5.45,17.48,43.78,0.47,13.15
166,201503,481.55,5.95,40.56,78.96,0.47,13.15
166,201603,448.13,6.45,25.2,64.49,0.47,13.15
171,201103,2035.75,30.59,86.81,165.08,0.07,15.43
171,201203,2064.16,30.59,98.19,174.81,0.07,15.43
171,201303,2270.68,30.59,145.27,230.82,0.07,15.43
171,201403,2359.04,30.59,207.68,306.92,0.07,15.43
171,201503,2449.09,30.59,198.66,340.76,0.07,15.43
171,201603,2461.09,30.59,248.84,403.15,0.07,15.43
172,201103,231.78,22.79,70.86,215.81,3.87,94.26
172,201203,211.2,22.79,31.62,200.71,3.87,94.26
172,201303,237.75,22.79,34.73,230.69,3.87,94.26
175,201112,7514.55,96.42,961.55,1546.36,0.01,19.71
175,201212,8334.53,96.42,1067.93,1856.37,0.01,19.71
175,201312,9101.05,96.42,1117.13,2044.48,0.01,19.71
175,201412,9854.84,96.42,1184.69,2126.12,0.01,19.71
175,201512,8175.31,96.42,563.27,1164.18,0.01,19.71
180,201103,41.03,5.97,23.68,22.6,0.0,22.53
180,201203,32.91,5.97,13.74,15.06,0.0,22.53
180,201303,36.6,5.97,12.27,16.52,0.0,22.53
180,201403,17.55,5.97,3.71,5.15,0.0,22.53
180,201503,5.15,5.97,1.06,1.82,0.0,22.53
180,201603,11.98,5.97,11.12,11.97,0.0,22.53
183,201103,12.53,4.86,0.84,2.01,1.02,1.9
183,201203,12.58,4.86,-0.81,0.58,1.02,1.9
183,201303,14.08,6.07,-0.55,0.54,1.02,1.9
183,201403,15.19,6.07,-1.06,0.17,1.02,1.9
183,201503,18.43,6.47,1.06,2.07,1.02,1.9
183,201603,16.74,6.47,-0.34,0.42,1.02,1.9
184,201103,969.98,7.19,45.34,96.38,0.03,8.26
184,201203,1128.23,7.19,53.06,107.09,0.03,8.26
184,201303,1205.32,14.37,38.14,80.76,0.03,8.26
184,201403,1284.58,14.37,42.6,91.83,0.03,8.26
184,201503,1444.1,14.37,60.02,120.15,0.03,8.26
184,201603,1438.23,14.37,75.24,131.17,0.03,8.26
186,201103,5509.83,27.49,118.45,531.19,4.45,22.21
186,201203,5533.12,27.5,87.04,649.16,4.45,22.21
186,201303,5197.36,27.5,-445.67,144.49,4.45,22.21
186,201312,3215.81,27.5,-765.91,-402.0,4.45,22.21
186,201409,2966.99,27.5,67.8,638.05,4.45,22.21
