Co_Code,year_end,net_Sales,equity_paid_up,PAT,PBIDT,Debt-Equity Ratio[Latest],PBIDTM-(%)[Latest]
6070,201203,15.5,4.08,3.06,10.27,1.23,59.92
6070,201303,16.74,5.65,3.33,10.75,1.23,59.92
6070,201403,18.28,6.92,3.42,11.86,1.23,59.92
6070,201503,15.24,6.92,2.78,10.01,1.23,59.92
6070,201603,15.92,6.92,2.49,9.53,1.23,59.92
6083,201103,1178.25,83.38,282.66,784.35,3.2,65.65
6083,201203,2645.46,168.23,591.46,2014.59,3.2,65.65
6083,201303,2259.59,168.24,208.43,1557.7,3.2,65.65
6083,201403,2100.43,168.24,226.01,1433.55,3.2,65.65
6083,201503,1975.73,168.24,270.73,1338.8,3.2,65.65
6083,201603,2213.08,168.24,337.24,1455.87,3.2,65.65
6103,201103,78.48,3.83,3.29,7.04,0.92,8.54
6103,201203,95.5,4.68,2.35,6.39,0.92,8.54
6103,201303,95.66,4.68,2.94,8.63,0.92,8.54
6103,201403,106.12,4.68,1.29,6.63,0.92,8.54
6103,201503,130.29,4.68,-0.1,7.63,0.92,8.54
6103,201603,149.7,4.68,3.29,13.56,0.92,8.54
6113,201103,32.44,22.88,0.54,10.82,0.48,34.18
6113,201203,48.45,24.66,1.72,13.41,0.48,34.18
6113,201303,60.43,24.94,3.5,16.23,0.48,34.18
6113,201403,71.49,27.76,3.6,17.05,0.48,34.18
6113,201503,91.21,34.94,4.75,24.62,0.48,34.18
6113,201603,107.78,34.94,0.24,27.75,0.48,34.18
6127,201103,98.3,10.1,6.08,9.84,1.47,16.69
6127,201203,110.46,10.1,8.72,14.25,1.47,16.69
6127,201303,156.79,10.1,3.42,9.7,1.47,16.69
6127,201403,169.69,10.17,3.32,12.43,1.47,16.69
6127,201503,211.01,25.42,3.79,20.44,1.47,16.69
6127,201603,307.15,25.42,25.53,53.98,1.47,16.69
6159,201103,199.55,32.38,45.76,55.19,0.0,23.04
6159,201203,204.85,32.38,32.64,50.18,0.0,23.04
6159,201303,202.28,32.39,37.09,54.95,0.0,23.04
6159,201403,241.11,32.39,55.09,74.87,0.0,23.04
6159,201503,279.04,32.39,60.74,90.76,0.0,23.04
6159,201603,278.17,32.39,44.66,64.09,0.0,23.04
6263,201103,2446.02,113.01,292.56,2123.22,0.0,0.0
6263,201203,3583.43,113.37,401.66,3165.22,0.0,0.0
6263,201303,4434.29,133.85,502.27,3849.19,0.0,0.0
6263,201403,5015.06,134.39,507.5,4389.81,0.0,0.0
6263,201503,5286.22,135.02,307.2,4386.79,0.0,0.0
6263,201603,5557.2,135.03,333.27,4624.2,0.0,0.0
6279,201103,3.59,7.76,0.25,0.41,0.01,3.53
6279,201203,4.63,7.76,0.72,1.21,0.01,3.53
6279,201303,6.72,7.76,0.82,0.92,0.01,3.53
6279,201403,8.03,7.76,0.55,1.14,0.01,3.53
6279,201503,32.96,7.76,1.67,1.31,0.01,3.53
6279,201603,45.27,7.76,0.76,1.59,0.01,3.53
6285,201103,4.72,3.0,3.46,3.68,0.0,77.69
6285,201203,1.56,3.0,0.11,0.19,0.0,77.69
6285,201303,3.94,3.0,0.46,0.55,0.0,77.69
6285,201403,4.52,3.0,1.35,1.43,0.0,77.69
6285,201503,6.52,3.0,5.0,5.78,0.0,77.69
6285,201603,4.55,3.0,3.63,3.83,0.0,77.69
6367,201103,336.37,39.07,59.48,91.61,0.0,50.37
6367,201203,253.59,39.07,67.68,80.99,0.0,50.37
6367,201303,213.01,39.07,97.11,101.7,0.0,50.37
6367,201403,203.25,39.07,96.45,93.07,0.0,50.37
6367,201503,219.11,39.07,108.95,113.32,0.0,50.37
6367,201603,208.13,39.07,101.69,106.06,0.0,50.37
6418,201103,176.52,28.97,91.65,157.89,0.35,94.78
6418,201203,225.97,28.97,105.34,185.7,0.35,94.78
6418,201303,270.6,28.97,133.88,235.06,0.35,94.78
6418,201403,294.8,28.97,152.56,273.09,0.35,94.78
6418,201503,315.45,28.99,61.85,215.6,0.35,94.78
6418,201603,355.79,30.6,150.89,310.97,0.35,94.78
6423,201103,1202.38,15.13,227.49,296.92,0.27,30.65
6423,201203,1389.82,15.13,256.81,330.33,0.27,30.65
6423,201303,1627.09,15.13,323.77,404.02,0.27,30.65
6423,201403,1705.08,22.7,398.23,488.5,0.27,30.65
6423,201503,2030.64,22.7,471.63,613.36,0.27,30.65
6423,201603,2391.52,22.7,327.67,687.73,0.27,30.65
6454,201103,33.24,19.05,2.27,4.12,0.1,22.81
6454,201203,49.06,20.05,2.4,5.22,0.1,22.81
6454,201303,100.93,20.05,7.76,18.12,0.1,22.81
6454,201403,155.71,20.05,15.89,28.74,0.1,22.81
6454,201503,181.42,40.1,20.03,37.37,0.1,22.81
6454,201603,231.52,40.1,25.94,52.83,0.1,22.81
6463,201103,316.16,10.69,9.79,63.12,0.0,-25.9
6463,201203,284.9,10.65,1.87,65.9,0.0,-25.9
6463,201303,139.74,12.39,-1.98,52.72,0.0,-25.9
6463,201403,41.36,12.39,-179.8,-156.27,0.0,-25.9
6463,201503,49.55,12.39,-88.71,-27.71,0.0,-25.9
6463,201603,30.5,12.39,-8.43,-7.9,0.0,-25.9
6481,201103,277.48,2.98,13.02,20.22,0.0,5.14
6481,201203,324.22,2.98,14.8,22.77,0.0,5.14
6481,201303,347.26,2.98,14.54,22.4,0.0,5.14
6481,201403,373.04,5.96,13.84,22.17,0.0,5.14
6481,201503,381.52,5.96,14.55,22.91,0.0,5.14
6481,201603,385.28,5.96,12.48,19.8,0.0,5.14
6485,201103,1.79,1.23,1.41,1.43,0.0,87.04
6485,201203,1.78,1.23,1.37,1.4,0.0,87.04
6485,201303,1.75,1.23,1.2,1.2,0.0,87.04
6485,201403,2.9,1.23,2.45,2.44,0.0,87.04
6485,201503,4.94,1.23,3.85,4.3,0.0,87.04
6548,201103,1323.35,49.54,240.59,919.52,3.11,57.76
6548,201203,2056.25,52.37,342.53,1466.45,3.11,57.76
6548,201303,3082.75,55.42,449.62,2100.55,3.11,57.76
6548,201403,3232.54,59.28,521.14,2160.12,3.11,57.76
6548,201503,3529.03,65.91,558.06,2211.04,3.11,57.76
6548,201603,3839.43,65.93,529.78,2227.21,3.11,57.76
6570,201103,78.37,15.29,6.56,16.28,0.26,13.91
6570,201203,60.41,15.53,-3.69,2.64,0.26,13.91
6570,201303,44.38,15.53,0.02,5.65,0.26,13.91
6570,201403,40.87,15.53,5.84,13.27,0.26,13.91
6570,201503,50.98,15.53,4.85,12.38,0.26,13.91
6570,201603,36.88,15.53,0.69,5.52,0.26,13.91
6580,201103,134.94,6.22,13.44,25.67,0.49,10.88
6580,201203,193.06,14.04,14.17,31.95,0.49,10.88
6580,201303,210.34,15.24,18.45,38.39,0.49,10.88
6580,201403,296.55,15.24,26.51,55.06,0.49,10.88
6580,201503,298.52,16.74,25.72,58.01,0.49,10.88
6580,201603,263.85,16.74,1.98,29.5,0.49,10.88
6589,201103,435.44,29.19,5.83,23.5,1.8,8.64
6589,201203,512.4,29.19,3.93,41.19,1.8,8.64
6589,201303,564.98,29.19,11.93,61.44,1.8,8.64
6589,201403,612.47,29.19,15.65,72.35,1.8,8.64
6589,201503,656.27,29.19,11.7,64.84,1.8,8.64
6589,201603,793.57,29.19,17.41,69.91,1.8,8.64
6599,201103,382.96,4.44,19.43,38.0,0.06,8.45
6599,201203,391.47,8.88,12.5,31.05,0.06,8.45
6599,201303,407.65,8.88,14.62,36.92,0.06,8.45
6599,201403,375.12,8.88,11.33,28.3,0.06,8.45
6599,201503,330.53,8.88,13.11,27.41,0.06,8.45
6599,201603,392.63,8.88,17.94,36.37,0.06,8.45
6600,201103,75.52,4.38,2.43,8.8,2.26,15.23
6600,201203,75.64,4.38,-0.67,9.75,2.26,15.23
6600,201303,97.81,4.38,3.21,16.07,2.26,15.23
6600,201403,112.09,4.38,3.54,15.87,2.26,15.23
6600,201503,133.3,4.54,5.15,19.07,2.26,15.23
6600,201603,118.79,4.54,4.5,18.09,2.26,15.23
6614,201103,0.0,34.89,-21.01,-21.01,0.03,0.0
6614,201203,0.0,34.89,-1.34,-1.34,0.03,0.0
6614,201303,0.0,34.89,-1.36,-1.36,0.03,0.0
6614,201403,0.0,34.89,-21.01,-21.35,0.03,0.0
6614,201503,0.0,34.89,-1.32,-1.32,0.03,0.0
6614,201603,0.0,34.89,-0.05,-0.05,0.03,0.0
6649,201103,485.79,10.11,40.22,59.47,0.12,42.89
6649,201203,534.64,10.11,34.63,52.84,0.12,42.89
6649,201303,105.5,10.11,510.8,657.27,0.12,42.89
6649,201403,50.82,10.11,24.95,30.68,0.12,42.89
6649,201503,48.34,10.11,1.33,22.35,0.12,42.89
6649,201603,61.27,10.11,22.26,50.71,0.12,42.89
6661,201103,338.23,11.27,0.15,15.15,1.41,4.07
6661,201203,390.68,11.27,0.75,18.29,1.41,4.07
6661,201303,351.66,12.37,0.87,18.78,1.41,4.07
6661,201403,335.2,13.71,1.18,17.91,1.41,4.07
6661,201503,301.77,13.71,-4.13,12.26,1.41,4.07
6661,201603,216.16,13.71,-5.43,8.86,1.41,4.07
6674,201303,0.0,37.97,-2.36,-2.32,0.03,0.0
6674,201403,0.0,37.97,-0.05,-0.05,0.03,0.0
6674,201503,0.0,37.97,-0.04,-0.04,0.03,0.0
6674,201603,0.0,37.97,-0.07,-0.07,0.03,0.0
6730,201103,147.74,11.66,2.77,12.42,2.02,9.91
6730,201203,176.32,14.16,13.7,26.23,2.02,9.91
6730,201303,196.68,14.16,0.67,11.88,2.02,9.91
6730,201403,225.1,14.16,2.17,17.04,2.02,9.91
6730,201503,246.81,14.16,1.42,18.21,2.02,9.91
6730,201603,136.16,14.16,2.18,14.18,2.02,9.91
6733,201103,31.8,80.55,9.91,13.85,0.46,86.32
6733,201203,22.11,80.9,11.44,15.06,0.46,86.32
6733,201303,19.15,80.97,-42.86,-39.59,0.46,86.32
6733,201403,14.1,80.97,8.66,32.42,0.46,86.32
6733,201503,15.14,80.97,1.36,32.26,0.46,86.32
6733,201603,14.25,101.97,-12.93,27.02,0.46,86.32
6838,201103,14.59,12.59,6.2,8.93,0.28,90.91
6838,201203,13.78,12.59,11.83,21.75,0.28,90.91
6838,201303,31.86,12.59,6.89,20.25,0.28,90.91
6838,201403,162.84,12.59,137.34,152.43,0.28,90.91
6838,201503,93.02,12.59,74.71,85.88,0.28,90.91
6838,201603,163.45,12.59,140.06,148.61,0.28,90.91
6856,201103,0.0,148.98,-12.34,-12.04,0.37,0.0
6867,201103,398.7,10.5,4.3,25.84,0.0,24.48
6867,201203,356.12,10.5,-18.59,5.12,0.0,24.48
6867,201303,35.36,21.0,-41.91,-19.63,0.0,24.48
6867,201403,3.84,21.0,-34.62,-33.77,0.0,24.48
6867,201503,18.53,21.0,-112.58,-111.75,0.0,24.48
6867,201603,13.85,21.0,-4.34,-3.55,0.0,24.48
6890,201103,2916.08,339.51,1269.58,2972.91,0.61,77.82
6890,201203,3491.32,339.68,1041.79,3200.88,0.61,77.82
6890,201303,2150.01,339.74,501.56,2541.54,0.61,77.82
6890,201403,2385.94,356.29,526.84,2271.69,0.61,77.82
6890,201503,3017.14,356.39,940.08,2677.35,0.61,77.82
6890,201603,2451.34,356.74,974.56,2418.13,0.61,77.82
6902,201103,371.66,20.05,13.3,36.94,1.8,13.95
6902,201203,503.0,20.05,15.05,41.18,1.8,13.95
6902,201303,605.94,20.05,12.17,46.73,1.8,13.95
6902,201403,780.38,20.05,25.06,72.93,1.8,13.95
6902,201503,840.09,20.05,26.64,91.98,1.8,13.95
6902,201603,1009.06,20.05,40.27,140.81,1.8,13.95
6975,201103,0.1,3.0,1.72,1.73,0.09,49.64
6975,201203,0.58,3.0,0.35,0.52,0.09,49.64
6975,201303,0.74,3.0,0.39,0.69,0.09,49.64
6975,201403,1.3,7.5,0.58,0.98,0.09,49.64
6975,201503,1.32,7.5,0.6,1.02,0.09,49.64
6975,201603,1.37,7.5,0.34,0.68,0.09,49.64
6986,201103,191.84,7.19,8.65,23.99,1.39,14.79
6986,201203,175.0,7.19,7.71,26.55,1.39,14.79
6986,201303,181.54,21.56,4.55,29.35,1.39,14.79
6986,201403,154.08,21.56,0.1,22.22,1.39,14.79
6986,201503,83.3,21.56,-16.75,1.6,1.39,14.79
6986,201603,96.02,21.56,-6.41,7.69,1.39,14.79
7015,201103,1218.41,40.5,215.05,1097.26,0.0,0.0
7015,201203,1696.77,40.82,280.25,1544.82,0.0,0.0
7015,201303,2188.75,47.44,322.02,1992.44,0.0,0.0
7015,201403,2545.93,54.27,347.07,2237.83,0.0,0.0
7015,201503,2698.86,59.66,395.02,2459.24,0.0,0.0
7015,201603,2944.21,59.82,444.69,2618.29,0.0,0.0
7045,201103,151.67,8.99,16.18,16.79,0.55,1.08
7045,201203,140.27,8.99,0.2,2.86,0.55,1.08
7045,201303,77.63,9.89,0.14,1.82,0.55,1.08
7045,201403,70.6,9.89,0.14,1.56,0.55,1.08
7045,201503,69.49,9.89,0.17,1.28,0.55,1.08
7045,201603,84.88,9.89,0.35,0.92,0.55,1.08
7065,201103,700.2,5.95,20.97,60.58,0.61,9.68
7065,201203,751.42,5.95,27.61,70.66,0.61,9.68
7065,201303,898.33,5.95,25.95,90.23,0.61,9.68
7065,201403,821.16,5.95,15.01,83.88,0.61,9.68
7065,201503,874.54,5.95,36.13,101.3,0.61,9.68
7065,201603,926.84,5.95,34.22,106.79,0.61,9.68
7091,201103,152.81,5.15,0.57,1.05,0.03,0.0
7091,201203,112.35,5.15,0.06,0.51,0.03,0.0
7091,201303,0.0,5.15,-0.24,-0.16,0.03,0.0
7091,201403,0.0,5.15,-0.08,-0.07,0.03,0.0
7091,201503,0.0,5.15,-0.08,-0.08,0.03,0.0
7102,201103,724.95,26.17,54.86,99.21,0.86,9.71
7102,201203,1070.67,26.69,48.94,121.06,0.86,9.71
7102,201303,1518.85,26.69,47.34,171.79,0.86,9.71
7102,201403,1842.3,26.69,50.79,197.81,0.86,9.71
7102,201503,1513.54,26.69,33.19,196.3,0.86,9.71
7102,201603,1836.73,26.69,17.92,181.81,0.86,9.71
7129,201103,181.44,40.57,60.82,153.6,0.89,71.8
7129,201203,210.98,40.57,70.32,173.95,0.89,71.8
7129,201303,219.04,40.57,70.45,169.04,0.89,71.8
7129,201403,207.93,40.57,56.25,150.01,0.89,71.8
7129,201503,178.38,40.57,44.52,128.93,0.89,71.8
7129,201603,193.37,40.57,45.13,138.84,0.89,71.8
7133,201103,71.31,38.87,18.32,25.98,0.64,92.63
7133,201203,44.98,38.87,18.84,30.49,0.64,92.63
7133,201303,55.04,38.87,22.32,36.28,0.64,92.63
7133,201403,48.88,38.87,18.52,31.7,0.64,92.63
7133,201503,57.44,38.87,19.46,35.91,0.64,92.63
7133,201603,32.43,38.87,12.94,30.04,0.64,92.63
7255,201103,5.77,11.94,0.43,1.32,0.1,-3.15
7255,201203,3.87,11.94,-0.55,0.22,0.1,-3.15
7255,201303,3.68,11.94,-0.35,0.3,0.1,-3.15
7255,201403,4.21,11.94,-0.28,0.5,0.1,-3.15
7255,201503,4.92,11.94,0.25,1.32,0.1,-3.15
7255,201603,3.42,11.94,-0.7,-0.1,0.1,-3.15
7310,201103,1689.55,12.55,70.79,161.28,0.42,13.96
7310,201203,1363.61,12.55,-40.63,28.74,0.42,13.96
7310,201303,1388.21,12.55,-76.22,-7.63,0.42,13.96
7310,201403,960.34,12.55,21.75,70.21,0.42,13.96
7310,201503,1059.92,13.4,64.14,126.5,0.42,13.96
7310,201603,1249.58,13.4,84.41,174.41,0.42,13.96
7311,201103,3713.13,48.49,615.2,3141.7,0.0,0.0
7311,201203,4835.58,48.49,803.25,4242.18,0.0,0.0
7311,201303,6136.8,48.49,1055.1,5396.97,0.0,0.0
7311,201403,6767.0,48.49,1182.47,5912.17,0.0,0.0
7311,201503,7061.13,48.49,508.6,5324.94,0.0,0.0
7311,201603,6843.57,48.49,416.03,4889.15,0.0,0.0
7383,201103,87.42,69.94,0.14,17.07,0.29,-2.24
7383,201203,77.51,69.94,-5.78,7.42,0.29,-2.24
7383,201303,136.92,69.94,1.99,10.66,0.29,-2.24
7383,201403,81.85,69.94,-2.03,-3.64,0.29,-2.24
7383,201503,55.78,69.94,-23.6,-11.8,0.29,-2.24
7383,201603,72.67,69.94,-23.44,-1.63,0.29,-2.24
7387,201103,53.55,13.42,-29.2,-17.21,0.0,20.97
7387,201203,104.45,13.42,-25.3,-3.07,0.0,20.97
7387,201303,103.03,13.42,-27.86,-7.75,0.0,20.97
7387,201403,145.78,13.42,-21.3,8.48,0.0,20.97
7387,201503,181.79,13.42,-21.65,29.43,0.0,20.97
7387,201603,225.1,13.42,34.24,82.08,0.0,20.97
7400,201103,55.77,4.91,1.68,6.39,0.84,8.91
7400,201203,78.52,4.91,2.41,7.57,0.84,8.91
7400,201303,116.75,5.51,3.36,11.24,0.84,8.91
7400,201403,176.41,5.51,4.97,14.11,0.84,8.91
7400,201503,219.54,5.51,5.79,16.51,0.84,8.91
7400,201603,191.45,5.51,5.63,17.04,0.84,8.91
7436,201103,16.37,26.47,4.76,8.25,0.11,20.46
7436,201203,25.68,26.47,5.06,8.65,0.11,20.46
7436,201303,34.01,26.47,11.18,17.88,0.11,20.46
7436,201403,40.66,26.47,8.69,12.59,0.11,20.46
7436,201503,39.69,26.8,8.17,13.37,0.11,20.46
7436,201603,44.32,26.87,2.67,9.07,0.11,20.46
7469,201103,515.59,21.83,123.7,218.14,3.67,6.38
7469,201203,878.39,22.49,188.07,403.0,3.67,6.38
7469,201303,1122.84,22.9,158.6,452.09,3.67,6.38
7469,201403,627.53,22.9,-502.13,-70.09,3.67,6.38
7469,201503,343.76,22.9,-1074.67,-383.35,3.67,6.38
7484,201103,19.99,25.32,0.14,0.45,0.01,0.75
7484,201203,11.32,25.32,0.1,0.23,0.01,0.75
7484,201303,9.06,25.32,-0.82,-0.7,0.01,0.75
7484,201403,10.05,25.32,-0.14,0.0,0.01,0.75
7484,201503,11.04,25.32,-0.12,0.02,0.01,0.75
7484,201603,10.6,25.32,-0.13,0.03,0.01,0.75
7550,201107,0.0,522.03,-0.04,0.0,0.0,11.76
7550,201207,1.68,522.03,0.01,0.05,0.0,11.76
7550,201303,3.48,522.03,0.08,0.11,0.0,11.76
7550,201403,0.13,522.03,0.01,0.01,0.0,11.76
7550,201503,0.17,522.03,0.01,0.02,0.0,11.76
7594,201103,1.11,82.62,-2.54,-2.06,0.0,232.81
7594,201203,1.38,82.62,-2.73,-2.97,0.0,232.81
7594,201303,0.98,82.62,-0.08,0.46,0.0,232.81
7594,201403,0.71,82.62,-1.57,-0.48,0.0,232.81
7594,201503,0.38,82.62,0.5,1.26,0.0,232.81
7594,201603,0.64,82.62,0.49,1.06,0.0,232.81
7620,201103,3724.35,95.8,282.45,779.09,0.0,-162.2
7620,201203,4225.48,95.8,226.23,861.99,0.0,-162.2
7620,201303,5089.09,95.8,211.01,933.77,0.0,-162.2
7620,201403,4523.25,95.8,-38.35,678.51,0.0,-162.2
7620,201503,1855.77,95.8,-5494.3,-5074.19,0.0,-162.2
7620,201603,521.8,95.8,-1076.14,-846.37,0.0,-162.2
7629,201103,23.58,207.94,-0.99,3.77,0.06,-193.88
7629,201203,3.56,207.94,-17.92,-12.48,0.06,-193.88
7629,201303,0.03,207.94,0.91,-1.71,0.06,-193.88
7629,201403,0.0,207.94,-18.87,-21.92,0.06,-193.88
7629,201503,0.91,213.59,-1.81,-2.52,0.06,-193.88
7629,201603,0.98,213.59,-2.71,-1.9,0.06,-193.88
7816,201103,75.96,12.58,6.52,16.32,0.78,0.32
7816,201203,65.13,12.58,3.29,11.89,0.78,0.32
7816,201303,76.02,12.58,3.62,10.29,0.78,0.32
7816,201403,85.48,12.58,1.82,8.41,0.78,0.32
7816,201503,139.29,12.58,1.78,8.48,0.78,0.32
7816,201603,111.12,12.58,-6.68,0.36,0.78,0.32
7817,201103,72.85,17.13,1.4,11.22,1.64,12.3
7817,201203,85.42,17.13,1.88,11.61,1.64,12.3
7817,201303,99.43,17.13,1.29,12.7,1.64,12.3
7817,201403,112.04,17.13,1.06,14.72,1.64,12.3
7817,201503,115.68,17.13,1.44,14.75,1.64,12.3
7817,201603,115.67,17.13,1.35,14.23,1.64,12.3
7820,201103,205.67,11.34,11.83,29.24,0.47,5.73
7820,201203,327.95,11.34,26.43,48.93,0.47,5.73
7820,201303,416.78,11.34,38.76,72.15,0.47,5.73
7820,201403,339.4,11.34,27.66,48.91,0.47,5.73
7820,201503,394.51,11.34,-16.17,-13.02,0.47,5.73
7820,201603,372.46,11.34,8.76,25.88,0.47,5.73
7855,201103,26986.48,316.81,4433.5,21998.72,0.0,0.0
7855,201203,36476.13,339.18,4884.2,30390.99,0.0,0.0
7855,201303,41885.82,353.47,4747.67,33877.08,0.0,0.0
7855,201403,43223.25,362.07,3342.57,32120.18,0.0,0.0
7855,201503,46315.36,370.91,3061.58,34087.27,0.0,0.0
7855,201603,47424.35,392.72,-3974.4,26770.41,0.0,0.0
7902,201103,902.35,12.94,67.25,161.7,1.88,18.38
7902,201203,1369.75,12.94,84.66,251.7,1.88,18.38
7927,201103,1019.72,34.22,87.61,183.93,5.69,18.35
7927,201203,1320.68,37.95,86.44,207.41,5.69,18.35
7927,201303,1082.7,39.27,-118.97,74.05,5.69,18.35
7927,201403,940.66,40.96,-122.74,39.19,5.69,18.35
7927,201503,645.74,41.68,-119.16,58.3,5.69,18.35
7927,201603,638.75,41.68,-58.86,108.02,5.69,18.35
7947,201103,6270.4,102.33,364.45,859.69,1.09,7.18
7947,201203,5769.71,113.89,64.94,507.76,1.09,7.18
7947,201303,6632.16,131.47,53.09,599.65,1.09,7.18
7947,201403,4867.61,131.47,-17.54,421.97,1.09,7.18
7947,201503,4948.94,131.59,-15.71,430.09,1.09,7.18
7947,201603,3785.38,132.61,-93.36,305.85,1.09,7.18
7971,201103,176.39,2.99,2.69,11.09,3.82,6.31
7971,201203,205.36,3.13,3.41,14.95,3.82,6.31
7971,201303,278.57,3.18,3.94,18.67,3.82,6.31
7971,201403,341.76,3.58,5.0,21.59,3.82,6.31
8008,201103,96.33,31.76,18.81,31.47,10.41,14.26
8008,201203,72.22,31.76,0.39,19.78,10.41,14.26
8008,201303,85.36,31.76,-19.93,-0.97,10.41,14.26
8008,201403,105.3,31.76,33.32,67.65,10.41,14.26
8008,201503,107.83,31.76,-8.18,11.52,10.41,14.26
8008,201603,106.23,31.76,-2.12,16.66,10.41,14.26
8014,201103,71.03,15.83,12.03,41.49,0.22,50.47
8014,201203,69.95,15.83,11.09,42.21,0.22,50.47
8014,201303,71.28,15.83,8.69,35.82,0.22,50.47
8014,201403,70.5,15.83,10.24,34.18,0.22,50.47
8014,201503,52.51,15.83,5.59,27.13,0.22,50.47
8014,201603,55.76,15.83,6.97,28.14,0.22,50.47
8019,201109,494.47,12.68,-43.21,80.2,9.83,-102.27
8019,201209,106.62,12.68,-59.51,-45.05,9.83,-102.27
8019,201309,85.97,12.68,-102.13,-87.92,9.83,-102.27
8020,201103,28.41,24.04,-64.31,-27.53,0.0,-4.81
8020,201203,26.47,24.04,-17.21,-1.31,0.0,-4.81
8021,201103,1754.92,54.72,-132.07,132.59,0.93,8.28
8021,201203,2297.1,54.72,184.0,665.38,0.93,8.28
8021,201303,2203.41,54.79,622.7,940.82,0.93,8.28
8021,201403,1805.27,54.88,198.61,344.75,0.93,8.28
8021,201503,1886.55,55.04,331.82,472.54,0.93,8.28
8021,201603,2224.74,55.25,32.79,184.91,0.93,8.28
8022,201103,66.62,15.96,2.98,11.92,1.39,26.34
8022,201203,72.32,15.96,8.81,17.54,1.39,26.34
8022,201303,137.87,15.36,11.69,21.06,1.39,26.34
8022,201403,103.67,15.36,-16.24,-2.97,1.39,26.34
8022,201503,102.35,15.36,2.7,16.61,1.39,26.34
8022,201603,68.44,15.07,3.03,18.03,1.39,26.34
8029,201103,6288.02,47.51,194.58,427.67,0.53,6.56
8029,201203,7141.52,47.51,249.07,491.08,0.53,6.56
8029,201303,7169.25,47.51,116.02,342.03,0.53,6.56
8029,201403,7965.94,47.51,261.63,509.59,0.53,6.56
8029,201503,10042.33,47.51,347.83,636.91,0.53,6.56
8029,201603,11243.87,47.51,432.14,802.05,0.53,6.56
8032,201103,12.57,2.64,1.57,2.77,0.12,-180.92
8032,201203,12.8,2.64,0.41,1.52,0.12,-180.92
8032,201303,11.93,2.64,0.35,1.21,0.12,-180.92
8032,201403,5.58,2.64,-0.56,-0.14,0.12,-180.92
8032,201503,3.33,2.64,-1.47,-0.96,0.12,-180.92
8032,201603,1.31,2.64,-2.91,-2.37,0.12,-180.92
8034,201112,50.08,44.27,5.53,13.02,0.11,13.08
8034,201212,46.16,44.27,1.18,8.35,0.11,13.08
8034,201312,50.62,44.27,2.9,11.3,0.11,13.08
8034,201503,53.37,44.27,0.62,6.32,0.11,13.08
8034,201603,30.04,44.27,0.42,3.94,0.11,13.08
8036,201103,6368.89,130.8,385.47,1096.82,2.01,4.42
8036,201203,7580.58,130.8,342.79,1159.09,2.01,4.42
8036,201303,8383.74,130.8,320.8,1212.0,2.01,4.42
8036,201403,8516.59,145.33,-5102.82,-4329.68,2.01,4.42
8036,201503,8049.33,145.33,-1956.47,-1225.43,2.01,4.42
8036,201603,9091.92,145.33,981.16,1722.34,2.01,4.42
8037,201109,23.29,18.83,-2.27,13.75,1.01,31.09
8037,201209,36.4,18.83,13.06,26.29,1.01,31.09
8037,201309,27.93,18.83,4.89,16.47,1.01,31.09
8037,201409,23.47,18.83,1.29,13.32,1.01,31.09
8037,201509,19.07,18.83,5.31,14.69,1.01,31.09
8037,201603,5.21,18.83,-1.01,1.62,1.01,31.09
8039,201103,94.15,48.77,7.89,19.67,0.0,21.63
8039,201203,90.95,48.79,18.2,25.43,0.0,21.63
8039,201303,101.99,48.79,25.27,37.18,0.0,21.63
8039,201403,104.53,39.89,23.39,34.21,0.0,21.63
8039,201503,100.42,39.89,16.49,26.05,0.0,21.63
8039,201603,90.85,39.89,10.19,19.65,0.0,21.63
8040,201103,117.2,14.85,14.6,36.37,0.16,23.98
8040,201203,152.16,15.94,12.17,37.31,0.16,23.98
8040,201303,194.33,16.81,11.91,39.08,0.16,23.98
8040,201403,218.09,18.1,26.94,41.06,0.16,23.98
8040,201503,261.08,19.85,9.77,33.98,0.16,23.98
8040,201603,160.18,21.95,12.29,38.41,0.16,23.98
12001,201103,55062.65,8245.46,9102.59,15962.86,1.05,26.34
12001,201203,62052.23,8245.46,9223.73,16832.45,1.05,26.34
12001,201303,65737.04,8245.46,12619.39,21908.4,1.05,26.34
12001,201403,72018.93,8245.46,10974.74,20512.8,1.05,26.34
12001,201503,73236.94,8245.46,10290.86,18300.03,1.05,26.34
12001,201603,70506.8,8245.46,10242.91,18764.26,1.05,26.34
12002,201103,332245.16,2427.95,7445.48,16344.67,0.76,5.73
12002,201203,402797.75,2427.95,3954.62,14212.64,0.76,5.73
12002,201303,452014.13,2427.95,5005.17,17328.27,0.76,5.73
12002,201403,479271.66,2427.95,7019.09,20806.59,0.76,5.73
12002,201503,443775.16,2427.95,5273.03,15982.42,0.76,5.73
12002,201603,357397.91,2427.95,10399.03,23708.47,0.76,5.73
12019,201103,461.24,6316.36,4696.1,4933.38,0.0,9398.47
12019,201203,464.29,6316.36,8065.1,8985.89,0.0,9398.47
12019,201303,352.25,6316.36,9794.32,10718.74,0.0,9398.47
12019,201403,317.34,6316.36,15008.54,15685.48,0.0,9398.47
12019,201503,387.12,6316.36,13383.39,13902.98,0.0,9398.47
12019,201603,165.53,6316.36,16343.53,16639.05,0.0,9398.47
12029,201103,2823.28,168.47,522.52,803.17,0.0,27.99
12029,201203,3698.82,168.47,636.32,937.78,0.0,27.99
